EVEC 7110,"An interdisciplinary course covering the physical, biogeochemical and ecological aspects of coastal estuaries. This class is a companion course to EVSC 4110.  Prerequisite: EVSC 3200"
EVEC 7170,""
EVEC 7290,"This course will focus on lakes, rivers, streams, and reservoirs as ecosystems. The goal of the course is to provide an understanding through lectures and discussions of the main physical, chemical, and biological processes that determine similarities and differences among inland waters.  Major human impacts on inland waters will also be considered.  Prerequisites:  EVSC 3200 or equivalent, one semester of chemistry, or instructor permission."
EVEC 7999,Individual or group study in developing or special areas of ecology and interrelated areas.
EVGE 5840,""
EVGE 5841,""
EVGE 5850,"Studies the principles that govern the distribution and abundance of the elements in the earth's lithosphere, hydrosphere, biosphere, and atmosphere.  Prerequisite: College chemistry and calculus; intorductory earth science or geology recommended."
EVGE 7832,"Reading and discussion of the research literature linking hydrological and geochemical processes in the environment.  Prerequisites: One geology, geochemistry, or hydrology course, or permission of instructor."
EVGE 7999,"Individual or group study in developing or special areas of geosciences and interrelated areas, emphasizing earth-surface processes."
EVHY 5650,Studies the physical principles governing the transport of dissolved substances and of sediment and particulate matter in the terrestrial portion of the hydrological cycle.  Prerequisite: EVSC 2800 and 3600 or equivalent.
EVHY 7630,"Study of energy, water, and carbon exchange between the atmosphere and the land surface.  Prerequisite: One year of college physics and calculus, one hydrology or atmospheric science course, or permission of instruct."
EVHY 7640,""
EVHY 7999,Individual or group study in developing or special areas of hydrology and water resource analysis and interrelated areas.
EVSC 1010,"Introduces the principles and basic facts of the natural environment. Topics include earth materials, land forms, weather and climate, vegetation and soils, and the processes of environmental change and their implications to economic and human systems."
EVSC 1020,"Practical concepts and problem solving in environmental sciences through demonstrations, hands-on activities, structured discussions, and problem sets beyond those of traditional lectures or discussion groups. Emphasizes experience and critical thinking in the four core areas: geology, hydrology, atmospheric sciences, and ecology."
EVSC 1080,"Explores the impact of people on the environment in the past and present with projections for the future. Addresses the phenomena and effects of food and energy production and industrial processes, including such topics as lead pollution, acid rain, the greenhouse effect, and the disposal of radioactive waste. Demonstrates how the environment works in the absence of humans and discusses how human use of resources perturbs the environment."
EVSC 1450,"Carbon is the building block of life, the way we trap the energy of the sun to feed all biological systems, and the way we power human civilization. It is also the driver of global climate change. How does the climate system work? How has climate changed? How will it change in the coming decades? What are the likely impacts on humanity and the ecosystems on which we depend? What can we do about it? We explore climate change, top to bottom."
EVSC 2220,"Studies ecological science relevant to sustaining populations, species, ecosystems, and the global biosphere. Includes discussion of genetic inbreeding, critical population size, community structure and organization, maintenance of critical ecosystem function, and global biogeochemistry. Case studies from around the world demonstrate links between human-driven environmental change and the health of the biosphere, at all levels, from the organism to the planet."
EVSC 2800,"Studies the composition, structure, and internal processes of earth; the classification, origin, and distribution of earth materials; earth's interior; and the interpretation of geological data for the solution of problems of the natural environment.  Recommended: At least one semester of college chemistry with lab such as CHEM 1410, 1420."
EVSC 2801,"Field and laboratory experimentation into the nature of earth materials and processes, especially as applied to use and human problems.  Corequisite: EVSC 2800."
EVSC 3020,"Explores the theory of Geographic Information Systems (GIS) and their applications in a range of disciplines using various GIS software packages. Example applications are from physical and social sciences, often with a focus on the Charlottesville-Albemarle area. For students interested in immediate applications of GIS in their work.  Experience with word processing, file managers, and other computing skills is essential.  Prerequisite: The equivalent of the College natural science/mathematics and social science area requirements."
EVSC 3200,"Studies energy flow, nutrient cycling and allocation in natural ecosystems, organization of species at the population and community levels, and interaction between people and the biosphere.  Prerequisite: One semester of calculus; recommended; at least one semester of college-level chemistry and biology with labs such as CHEM 1410, 1420, and BIOL 2020."
EVSC 3201,"Field and laboratory experimentation illustrative of ecological systems, and their checks, balances, and cycles.  Corequisite: EVSC 3200."
EVSC 3300,Introduces the physical laws governing atmospheric behavior and examines atmospheric variables and their role in the fluid environment of the earth.  Prerequisite: MATH 1210 or MATH 1310.  Recommended: at least one semester of college physics with lab (such as PHYS 1425/1429 or PHYS 2010/2030).
EVSC 3301,"Studies the principles of measurements, instrumentation for measuring atmospheric parameters, and methods of observing and calculating atmospheric variables.  Corequisite: EVSC 3300."
EVSC 3600,"Studies the physical principles governing the flow of water on and beneath the earth's surface, including fundamental concepts of fluid dynamics applied to the description of open channel hydraulics, ground water hydraulics, and dynamics of soil moisture. Introduces elements of surface water and ground water hydrology and explores humanity's influence on its hydrological environment.  Prerequisite: One semester of calculus."
EVSC 3601,"Field and laboratory experimentation illustrative of the hydrological cycle, including energy and mass transfer in surface and ground water.  Corequisite: EVSC 3600."
EVSC 3810,"Studies the dynamic processes of Earth's interior and surface and the impact of natural hazards on society. Geological topics, including earthquakes, volcanoes, landslides, and floods, will be described. Observations and geological data will be used to make decisions about risk to human life and property.   Prerequisite: Required prerequisite course EVSC 2800 or equivalent college-level introductory geology course by transfer credit."
EVSC 4002,"A weekly, one-hour seminar series for majors, other interested undergraduates, and the University community dealing with environmental processes, research, issues, careers, and graduate study."
EVSC 4012,""
EVSC 4090,"Studies instrumental methods of chemical analysis in an overall context of sampling and evaluating sources of pollution. Analyzes contaminants in air, water, soil, or plant materials.  Prerequisite: CHEM 1420 or equivalent."
EVSC 4100,"An ecosystem course which treats the ecology of forests and consequences of forest processes in natural and managed systems. The class emphasizes the ""pattern and process"" concept that is the central theme in modern vegetation sciences at increasing scales: from form and function of leaves and other parts of trees through population, community and landscape ecology to the role of forests in the global climate and carbon-cycling. Pre-requisites: EVSC 3200, 3400, or 3500 recommended."
EVSC 4110,"An interdisciplinary course covering the physical, biogeochemical and ecological aspects of coastal estuaries.  Prerequisites:  EVSC 3200"
EVSC 4170,""
EVSC 4230,"Surveys the major habitats of marine and estuarine areas and the organisms which have adapted to life in these environments. Emphasizes the organisms and communities which have evolved in response to stress and competition in the sea, and the systematics and natural history of marine organisms.  Prerequisite: EVSC 3200 or equivalent."
EVSC 4290,"This course will focus on lakes, rivers, streams, and reservoirs as ecosystems.  The goal of the course is to provide an understanding through lectures and discussions of the main physical, chemical, and biological processes that determine similarities and differences among inland waters.  Major human impacts on inland waters will also be considered.    Prerequisite: EVSC 3200 and 1 semester of chemistry or instructor permission."
EVSC 4332,""
EVSC 4452,""
EVSC 4559,This course provides the opportunity to offer a new topic in the subject area of environmental science.
EVSC 4630,"Study of energy, water, and carbon exchange between the atmosphere and the land surface.  Prerequisite: Must have completed EVSC 3300 or EVSC 3600"
EVSC 4710,""
EVSC 4810,"Study of the origin and classification of igneous, metamorphic, and sedimentary rocks. Emphasizes rock series and tectonic associations of rock types. Study of thin sections and hand samples in the laboratory. Field experience and laboratories are included.  Prerequisite: Required prerequisite course EVSC 2800 or equivalent college-level introductory geology course by transfer credit."
EVSC 4832,"Reading and discussion of the research literature linking hydrological and geochemical processes in the environment.  Prerequisites: One geology, geochemistry, or hydrology course, or permission of instructor."
EVSC 4993,"Specialized topics in ecology, atmosphere, hydrology, environmental geology, or environmental systems not normally covered in formal classes under the direction of the faculty.  Prerequisite: Instructor permission."
EVSC 4995,Original research usually involving a field or laboratory problem in the environmental sciences under the direction of one or more faculty members. The results may form the basis of an undergraduate thesis which is required to partially fulfill the Distinguished Majors Program in environmental sciences.  Prerequisite: Instructor permission.
EVSC 4999,Provides credit for doing work in pursuit of the undergraduate thesis option for majors in Environmental Science
EVSC 5020,This is an introductory course focusing on the theory and application of Geographic Information Systems (GIS) Technology. The course combines related theory with practical laboratory assignments.
EVSC 5559,This course provides the opportunity to offer a new topic in the subject area of environmental science.
EVSC 7012,""
EVSC 7092,"Studies current problems in environmental research management or public policy as presented by visiting speakers, faculty, or advanced graduate students."
EVSC 7559,This course provides the opportunity to offer a new topic in the subject area of environmental science.
EVSC 8998,"For master's research, taken under the supervision of a thesis director."
EVSC 8999,"For master's thesis, taken under the supervision of a thesis director."
EVSC 9995,Individual or group research on interdisciplinary problems in environmental sciences.
EVSC 9998,"For doctoral research, taken before a dissertation director has been selected."
EVSC 9999,"For doctoral research, taken under the supervision of a dissertation director."
FREN 1000,Reading
FREN 1010,"Development of basic oral expression, listening and reading comprehension, and writing. Language laboratory work is required. Followed by FREN 1020.  Prerequisite: Limited or no previous formal instruction in French."
FREN 1020,"Designed for students with an elementary knowledge of French. Further develops the skills of speaking, listening, comprehension, reading, and writing. Language laboratory work is required. Followed by FREN 2010.  Prerequisite: FREN 1010 or one or two years of previous formal instruction in French and appropriate SAT score."
FREN 1050,"Reviews basic oral expression, listening, reading comprehension, and writing. Covers the material in the FREN 1010-1020 text in one semester at an accelerated pace. Language lab required followed by FREN 2010.  Prerequisite: Previous background in French (more than two years of French in secondary school) and an achievement test score below 540 or a placement score below 378, or permission of the department."
FREN 2010,"Develops the skills of listening, speaking, reading, and writing. Focuses on reading skill development through readings on contemporary Francophone culture and short stories. Followed by FREN 2020.  Prerequisite: FREN 1020 or one to three years of formal instruction in French and appropriate SAT score."
FREN 2020,Designed for continued development of the four skills at an advanced level. Readings emphasize contemporary Francophone culture and include a modern French play.  Prerequisite: FREN 2010 or one to three years of formal instruction in French and appropriate SAT score.
FREN 2320,"This in-depth, intermediate-level course is recommended for students whose placement scores nearly exempt them from FREN 2020, and for any students who wish to refine and expand their mastery of French grammar before taking 3000-level courses. Students who have completed FREN 2020 may take 2320 as an elective to fine-tune their language skills.  Prerequisite: Appropriate placement score or departmental permission (contact the Language Program Director)."
FREN 3028,For students residing in the French House.
FREN 3030,"Reviews pronunciation, phonetics, and phonology for undergraduates. Prerequisite: FREN 2020 or equivalent."
FREN 3031,"In this course, students explore and develop their own ""voice"" in written and spoken French. Through reading and viewing a variety of cultural artifacts in French, and completing a series of individual and collaborative creative projects, students will improve their skills in grammar, communication, self-expression and editing.   Prerequisite: FREN 2020, 2320, or the equivalent, or appropriate AP, F-CAPE, or SAT score."
FREN 3032,"In this course, students will discover and engage critically with a broad sampling of French and Francophone cultural production representing a variety of periods, genres, approaches, and media. Students will read, view, write about and discuss a range of works that may include poetry, painting, prose, music, theater, films, graphic novels, photographs, essays, and historical documents.   Prerequisite: FREN 3031."
FREN 3035,""
FREN 3043,Survey of writing in French from 1800 to the present. Explores various movements and trends in French literary and cultural history of the modern and contemporary periods. Prerequisite: FREN 3032.
FREN 3570,"This course addresses various aspects of Francophone African Culture including , oral traditions, literature, theatre, cinema, and contemporary music and visual arts.
  Prerequisites: FREN 3031 & 3032"
FREN 3584,"Studies topics relating to concepts of film structure, history, and criticism in French and within the French tradition. Topics offered include Introduction to Cinema and Texte écrit/texte filmique. Prerequisite: FREN 3032."
FREN 3585,"Interdisciplinary seminar in French and Francophone culture and society. Topics vary annually and may include literature and history, cinema and society, and cultural anthropology.  Prerequisite: FREN 3032."
FREN 4031,"In this grammar review course, students are expected to learn how best to structure the French language and how to express themselves with concision and clarity.  Taught in French.  Prerequisite: B+ average in FREN 3031 and FREN 3032."
FREN 4410,"The Enlightenment laid the foundations for our current conceptions of democratic government, religious toleration, freedom of speech, and the scientific method. The readings for this course may include works by Montesquieu, Voltaire, and Rousseau.  Prerequisite: FREN 3032"
FREN 4560,""
FREN 4585,Advanced seminar in French and Francophone literature and culture. Topics vary. May be repeated for credit for different topics.  Prerequisite: At least one literature or culture course beyond FREN 3032.
FREN 4743,"Study of the representation of Africa in American, Western European and African films. Ideological Constructions of the African as 'other'. Exoticism in cinema. History of African cinema. Economic issues in African cinema: production, distribution, and the role of African film festivals. The socio-political context. Women in African cinema. Aesthetic problems: themes and narrative styles.  Prerequisite: FREN 3032 and FREN 3584 or another 3000-level literature course in French."
FREN 4750,""
FREN 4993,"Normally, only French majors may enroll in this course and only by written permission from the department chair prior to the end of the first week of classes."
FREN 5011,"Basic introduction to reading Old French, with consideration of its main dialects (Île-de-France, Picard, Anglo-Norman) and paleographical issues. May be taken in conjunction with FREN 5100 or independently. Taught in English.   Prerequisite:  Reading knowledge of modern French."
FREN 5100,"Introduces literary forms, habits of style and thought, and conditions of composition from the late eleventh century to the late thirteenth. Chanson de Roland, Chrétien de Troyes, Marie de France, lyric poetry, etc."
FREN 5540,"Topics may include exoticism, reason and folly, libertinage, theater, Voltaire vs. Rousseau."
FREN 5560,"Topics include studies of genres (novel, poetry, prose poetry, theater), literary movements (romanticism, realism, modernity, symbolism, decadence), and themes or concepts (nostalgia, body, literature and the visual arts, le fantastique)."
FREN 5570,""
FREN 7040,"Introduces the pedagogical approaches currently practiced in second-language courses at the university level. Critically examines the theories underlying various methodologies, and their relation to teaching. Assignments include development and critique of pedagogical material; peer observation and analysis; and a final teaching portfolio project."
FREN 8510,"(a) Chansons de geste, chroniques, memories.(b) Vies des saints, romans. (c) Poésie non-narrative, théâtre. (d) Satire et humanisme.  Prerequisite: FREN 5010."
FREN 8540,(a) Voltaire. (b) Diderot. (c) Theater. (d) Novel. (e) Rousseau. (f) Marivaux.
FREN 8560,"(a) Flaubert. (b) Zola. (c) Balzac. (d) Stendhal. (e) Symbolist Theater. (f) Naturalistic Novel. (g) Musset. (h) Hugo. (i) Baudelaire and Nerval. (j) La décadence. (k) Rimbaud, Verlaine, Mallarmé. (l) George Sand. (m) Vigny."
FREN 8570,""
FREN 9998,"For masters and doctoral research, taken before a dissertation director has been selected."
FREN 9999,"For doctoral dissertation, taken under the supervision of a dissertation director."
FRTR 2552,"Course will offer a transhistoric and interdisciplinary approach to French culture through the lens of a given theme (e.g., food, travel, politics, societies and institutions). Lectures, readings and exams in English."
FRTR 3584,"Studies topics relating to concepts of film structure, history, and criticism in French and within the French tradition. Topics offered include Introduction to French Cinema and Written Text/Film Text."
GERM 1010,"Introduces the essentials of German structure and syntax; emphasizes oral and written proficiency in German. Five class sessions. Language laboratory required. Followed by GERM 2010, 2020."
GERM 1015,"For Graduate of Arts and Sciences students who want a reading knowledge of German for the degree of Doctor of Philosophy. Open to 3rd and 4th year undergraduates, but does not count toward fulfillment of the language requirement or permit admission to German courses with a spoken component.  For more details on this class, please visit the department website at:  http://www.virginia.edu/german/Undergraduate/Courses."
GERM 1020,"Introduces the essentials of German structure and syntax; emphasizes oral and written proficiency in German. Five class sessions. Language laboratory required. Followed by GERM 2010, 2020."
GERM 2010,"Increases accuracy and fluency through authentic literary and cultural materials with a focus on reading. Reviews essentials of German grammar and syntax. Exposes students to a wide variety of topics relating to contemporary Germany. Internet news and cultural programming in the classroom. Language laboratory required. Prerequisite: GERM  1020, or equivalent"
GERM 2020,"Builds upon skills developed in GERM 2010. Continues the review of grammar. Continues to expose students to a wide variety of topics relating to contemporary Germany. Includes a contemporary play and film. Internet news and cultural programming in the classroom. Language laboratory required. Prerequisite:  GERM 2010, or equivalent."
GERM 2525,Builds upon skills developed in GERM 2010. Continues the review of grammar. Continues to expose students to a wide variety of topics relating to contemporary Germany. Includes a contemporary play and film. Internet news and cultural programming in the classroom. Language laboratory required. This course covers the same material as GERM 2020 but does so through a content-based approach. Topics will vary per semester and instructor.  Prerequisite: GERM 2010 or equivalent
GERM 3000,"This course builds on the first and second year German sequence and seeks to increase students' level of competence in both grammar and vocabulary. Students will produce more accurate and complex language and begin to discuss a diverse range of topics in German culture. Grammatical accuracy will be a central focus but also register, appropriacy, and fluency.  Prerequisite: GERM 2020 or equivalent, or instructor permission"
GERM 3010,"Employing a broad definition of text, this course allows students to develop a complex understanding of the relationship between meaning and linguistic form. Course readings may include poems, novels, films, historical documents, letters, memoirs etc. Specific grammatical topics will be addressed on the basis of the given material. This course is the prerequisite for all GERM 3000- level courses.   Prerequisite: GERM 2020 or instructor permission."
GERM 3110,"German literature from 1890 to the present.  For more details on this class, please visit the department website at:  http://www.virginia.edu/german/Undergraduate/Courses.  Prerequisite: GERM 3010."
GERM 3230,"Using mentor texts based on digital cultural programming, students focus on a range of topics of culture and civilization in the contemporary German-speaking world. Beyond cultural competence, the writing assignments test command of mature grammatical structures, contemporary language, advanced idioms, and punctuation. The goal, following  Goethe Institute guidelines, is to write comprehensive texts on a range topics.   Prerequisite: GERM 3000."
GERM 3250,"Prepares students to communicate and interact effectively in the business environment of German-speaking countries. Emphasis is placed on practical, career-usable competence. Prerequisite: GERM 3000 or equivalent"
GERM 3290,"May be taken more than once for credit, but only once for major credit.  For more details on this class, please visit the department website at:  http://www.virginia.edu/german/Undergraduate/Courses."
GERM 3510,""
GERM 3559,""
GERM 4993,Prerequisite: Approval by a supervising faculty member.
GERM 4998,"This is the first semester of the year-long DMP thesis.  Students who enroll in it will only receive a grade when the complete its sequel, GERM 4999, at which point they will receive 6 credits. Prerequisite: Admission to the DMP, permission of undergraduate advisor and a supervising faculty member."
GERM 8998,"Non-Topical Research, Preparation for Research"
GERM 8999,"For master's thesis, taken under the supervision of a thesis director."
GERM 9998,"Non-Topical Research, Preparation for Doctoral Research"
GERM 9999,"For doctoral dissertation, taken under the supervision of a dissertation director."
GETR 3330,"A survey of German cultural history from the enlightenment to the present, and an introduction to the field of German Studies. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses. ."
GETR 3505,""
GETR 3559,""
GETR 3566,""
GETR 3590,"Reading and discussion of German texts compared to texts from other literatures (all in English translation), with the aim of illuminating a central theoretical, historical, or social issue that transcends national boundaries.  For more details on this class, please visit the department website at:  http://www.virginia.edu/german/Undergraduate/Courses."
GETR 3692,"This course aims to clarify basic facts and explore competing explanations for the origins and unfolding of the Holocaust--the encounter between the Third Reich and Europe's Jews between 1933 and 1945 that resulted in the deaths of almost six million Jews.  For more details on this class, please visit the department website at:  http://www.virginia.edu/german/Undergraduate/Courses."
HIAF 1501,"Introduces the study of history intended for first- or second-year students. Seminars involve reading, discussing, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major in history."
HIAF 2001,"Studies the history of African civilizations from the iron age through the era of the slave trade, ca. 1800. Emphasizes the search for the themes of social, political, economic, and intellectual history which present African civilizations on their own terms."
HIAF 3021,"Studies the history of Africa generally south of the Zambezi River. Emphasizes African institutions, creation of ethnic and racial identities, industrialization, and rural poverty, from the early formation of historical communities to recent times."
HIAF 4511,""
HIAF 4993,"In exceptional circumstances and with the permission of a faculty member, any student may undertake a rigorous program of independent study designed to explore a subject not currently being taught or to expand upon regular offerings. Independent study projects may not be used to replace regularly scheduled classes. Open to majors or non-majors."
HIAF 9033,""
HIEA 1501,"Introduces the study of history intended for first- or second-year students. Seminars involve reading, discussing, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major in history."
HIEA 2011,"An intro to the study of Chinese civilization.  We shall begin with the earliest human remains found in China & conclude in the present.  The goal of this coure is not merely to tell the story of Chinese history, rich and compelling though the story is.  Rather, our aim will be to explore what makes Chinese civilization specifically Chinese, & how the set of values, practices, & institutions we associate with Chinese society came to exist."
HIEA 2031,"Studies the transformation of Chinese politics, society, institutions, culture and foreign relations from the Opium War. through the post-Mao Reform Era. Emphasizes the fluid relationship between tradition and transformation and the ways in which this relationship continues to shape the lives of the Chinese people."
HIEA 3323,""
HIEA 4501,A small class (not more than 15 students) intended primarily but not exclusively for history majors who have completed two or more courses relevant to the topic of the seminar. The work of the seminar results primarily in the preparation of a substantial (ca. 25 pp. in standard format) research paper. Some restrictions and prerequisites apply to enrollment. See a history advisor or the director of undergraduate studies.
HIEA 5050,""
HIEU 2031,"Studies the political, military, and social history of Ancient Greece from the Homeric age to the death of Alexander the Great, emphasizing the development and interactions of Sparta and Athens."
HIEU 2061,"Studies ways of life and thought in the formation of Western Europe from the 4th century a.d. to the 15th. Includes a survey of the development of society and culture in town and countryside, the growth of economic, political, and religious institutions, and the impact of Muslim and Byzantine civilizations."
HIEU 2111,Studies England and the British Isles from earliest times to the accession of William III.
HIEU 2152,Studies the history of Russia from Peter the Great to the Bolshevik Revolution and the establishment of Soviet power.
HIEU 2559,This course provides the opportunity to offer a new topic in the subject area of European History.
HIEU 3321,"Studies the history of modern science in its formative period against the backdrop of classical Greek science and in the context of evolving scientific institutions and changing views of religion, politics, magic, alchemy, and ancient authorities."
HIEU 3352,"Introduces the political, social and cultural history of modern Germany from the French Revolution to the present. Cross-listed in the German department. Taught in English."
HIEU 3505,""
HIEU 3559,This course provides the opportunity to offer a new topic in the subject area of European History.
HIEU 3604,""
HIEU 3692,This course aims to clarify basic facts and explore competing explanations for the origins and unfolding of the Holocaust (the encounter between the Third Reich and Europe's Jews between 1933 and 1945) that resulted in the deaths of almost six million Jews.
HIEU 3802,"Studies selected themes in intellectual history since the mid-19th century, focusing on Darwin, Nietzsche, Freud, Heidegger, and other thinkers, emphasizing the intellectual contexts out of which they came and to which they contributed."
HIEU 4501,The major seminar is a small class (not more than 15 students) intended primarily but not exclusively for history majors who have completed two or more courses relevant to the topic of the seminar. The work of the seminar results primarily in the preparation of a substantial (ca. 25 pp. in standard format) research paper. Some restrictions and prerequisites apply to enrollment. See a history advisor or the director of undergraduate studies.
HIEU 4502,The major seminar is a small class (not more than 15 students) intended primarily but not exclusively for history majors who have completed two or more courses relevant to the topic of the seminar. The work of the seminar results primarily in the preparation of a substantial (ca. 25 pp. in standard format) research paper. Some restrictions and prerequisites apply to enrollment. See a history advisor or the director of undergraduate studies.
HIEU 4993,In exceptional circumstances and with the permission of a faculty member any student may undertake a rigorous program of independent study designed to explore a subject not currently being taught or to expand upon regular offerings. Independent Study projects may not be used to replace regularly scheduled classes. Open to majors or non-majors.
HIEU 5031,""
HIEU 5062,"Course surveys tradition of  'philosophy of history' (ca. 1860--1960s) but focuses on the more recent genre of 'theory of history' (late 1960s/70s--present), which responds to recent historical genres and to new problems related to narrative, memory, trauma, counterfactuality, etc. Emphasis is on linking theory to specific historical and meta-historical instances (e.g., Arendt's Eichmann in Jerusalem, Friedlander's Nazi Germany and the Jews, 'trut"
HIEU 9030,"Explores the history and historiography of Europe, c. 1450-1750. It provides a broad introduction to early modern society and culture, with particular emphasis on the transformations that reshaped Europe in this period, such as the emergence of the early modern state, the division of Christendom, and global exploration."
HILA 1501,"Intended for first- or second-year students, this course introduces the study of history. Seminars involve reading, discussing, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major history."
HILA 2559,""
HIME 2001,"Explores the historical evolution of the Middle East and North Africa from the birth of Islam to the establishment of the Ottoman state in the early 16th century. Topics include the Fertile Crescent, Egypt, Mesopotamia, Iran/Persia, and the Arabian Peninsula; Andalusia (Muslim Spain); North Africa, Anatolia; Central Asia; Islam as a religious system, way of life, and world civilization; and the historical development of cultural, social, legal, and political Islamic institutions."
HIME 9023,""
HISA 1501,"Introduction to the study of history intended for first- or second-year students. Seminars involve reading, discussion, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major in history."
HISA 2002,"Studies the social, political, economic and cultural history of South Asia from 1200 to 1800, from the Turkic invasions through the major Islamic dynasties, especially the Mughal Empire, to the establishment of English hegemony in the maritime provinces."
HISA 2003,"Surveys 200 years of Indian history from the mid-18th century to the present, focusing on the imperial/colonial encounter with the British Raj before Independence, and the social and political permutations of freedom in India, Pakistan, Bangladesh and Sri Lanka since."
HIST 1501,"Introduction to the study of history intended for first- and second-year students. Seminars involve reading, discussion, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major in history."
HIST 2002,"This is a survey course in modern world history.  It covers a period in which the main historical questions about what happened, and why, more and more involve global circumstances, global beliefs about those conditions, and global structures to solve problems.  This course can therefore be an essential foundation for other courses dwelling on particular regions or nations."
HIST 2214,""
HIST 2559,""
HIST 3281,"History of genocide and other forms of one-sided, state-sponsored mass killing in the twentieth century. Case studies include the Armenian genocide, the Holocaust, the Rwandan genocide, and the mass killings that have taken place under Communist regimes (e.g., Stalin's USSR, Mao's China, Pol Pot's Cambodia)."
HIST 3559,This course provides the opportunity to offer a new topic in the subject area of general history.
HIST 4501,The major seminar is a small class (not more than 15 students) intended primarily but not exclusively for history majors who have completed two or more courses relevant to the topic of the seminar. The work of the seminar results primarily in the preparation of a substantial (ca. 25 pages in standard format) research paper. Some restrictions and prerequisites apply to enrollment. See a history advisor or the director of undergraduate studies.
HIST 4890,"Studies historical approaches, techniques, and methodologies introduced through written exercises and intensive class discussion. Normally taken during the third year.  Prerequisite: Open only to students admitted to the Distinguished Majors Program."
HIST 4990,Analyzes problems in historical research. Preparation and discussion of fourth-year honors theses. Normally taken during the fourth year. Intended for students who will be in residence during their entire fourth year.   Prerequisite: Open only to students admitted to the Distinguished Majors Program.
HIST 4993,In exceptional circumstances and with the permission of a faculty member any student may undertake a rigorous program of independent study designed to explore a subject not currently being taught or to expand upon regular offerings. Independent study projects may not be used to replace regularly scheduled classes. Enrollment is open to majors or non-majors.
HIST 5130,""
HIST 5559,This course provides the opportunity to offer a new topic in the subject area of general history.
HIST 7001,This course is designed to introduce students to a wide range of historical approaches.
HIST 8998,"For master's research, taken before a thesis director has been selected."
HIST 8999,"For master's thesis, taken under the supervision of a thesis director."
HIST 9026,""
HIST 9029,""
HIST 9275,""
HIST 9960,"This course is a graduate-level adaptation of an undergraduate course in history.  The graduate-level adaption requires additional research, readings, or other academic work established by the instructor beyond the undergraduate syllabus."
HIST 9961,"Graduate study of the historiography of a particular topic or historical period, equivalent to a graduate-level colloquium course. Prerequisites: Approval of director of graduate studies or department chair."
HIST 9962,"In this course, students will prepare for the general examination under the guidance of a faculty examiner.  During the course, the student will identify relevant readings; complete and review those readings; and explore the larger questions raised by those readings and their fields more generally."
HIST 9964,This course is intended for PhD candidates to revise their master's essays for publication under the guidance of a member of the graduate faculty.  It is typically taken in first semester of the second year of study.
HIST 9998,"For doctoral research, taken before a dissertation director has been selected."
HIST 9999,"For doctoral dissertation, taken under the supervision of a dissertation director."
HIUS 1501,"Introduces the study of history intended for first- or second-year students. Seminars involve reading, discussing, and writing about different historical topics and periods, and emphasize the enhancement of critical and communication skills. Several seminars are offered each term. Not more than two Introductory Seminars may be counted toward the major in history."
HIUS 2001,"Studies the development of the colonies and their institutions, the Revolution, the formation and organization of the Republic, and the coming of the Civil War."
HIUS 2003,""
HIUS 2052,""
HIUS 2559,""
HIUS 3011,"Studies the English background and the development of colonial institutions, political, social, economic and ecclesiastical."
HIUS 3071,"Examines the period from roughly 1815 to 1861 focusing on the interaction between the developing sectional conflict and the evolving political system, with the view of explaining what caused the Civil War."
HIUS 3281,Studies the development of colonial institutions as influenced by frontier conditions and British policy and culture. A survey of Virginia history from colonial times to 1865.
HIUS 3490,""
HIUS 3853,""
HIUS 4501,The major seminar is a small class (not more than 15 students) intended primarily but not exclusively for history majors who have completed two or more courses relevant to the topic of the seminar. The work of the seminar results primarily in the preparation of a substantial (ca. 25 pp. in standard format) research paper. Some restrictions and prerequisites apply to enrollment. See a history advisor or the director of undergraduate studies.
HIUS 4993,In exceptional circumstances and with permission of a faculty member any student may undertake a rigorous program of independent study designed to explore a subject not currently being taught or to expand upon regular offerings. Independent Study projects may not be used to replace regularly scheduled classes. Enrollment is open to majors or non-majors. Note: These courses are open only to Human Biology majors.
HIUS 5559,""
HIUS 7031,""
HIUS 7072,"This course will examine the constitutional history of the United States from 1845 to 1877, paying attention to how the U.S. Constitution shaped the Civil War, and also to how the war left its mark on the Constitution."
HIUS 7658,Reading and discussion of primary and secondary sources.
HIUS 8755,Directed research in selected areas of American legal history.
HIUS 9028,""
HIUS 9029,""
HIUS 9031,""
MATH 1140,"The study of the mathematics needed to understand and answer a variety of questions that arise in everyday financial dealings. The emphasis is on applications, including simple and compound interest, valuation of bonds, amortization, sinking funds, and rates of return on investments. A solid understanding of algebra is assumed."
MATH 1150,"Provides an activity and project-based exploration of informal geometry in two and three dimensions. Emphasizes visualization skill, fundamental geometric concepts, and the analysis of shapes and patterns. Topics include concepts of measurement, geometric analysis, transformations, similarity, tessellations, flat and curved spaces, and topology."
